text@iys1984f	@iys1984f	ну это не то что ты вот ощущала в себе / вот это мужское начало / тогда / и тебе хотелось именно т... вот так вот говорить?
text@iys1984f	@iys1984f	я просто наблю... #смеется# это да // эээ в некоторых случаях//
text@iys1984f	@iys1984f	эээ я просто наблю... ну как наблюдаешь за артистом  / з... з.. за актрисой  / за артистом  / и понимаешь что с каждым годом все женственнее и женственнее  / оп платьишки вечерние декольте вдруг появилось еще че-то / и мне кажется что ты вот эту женщину в себе как раз взращивала / если можно мое / наблюдение со стороны //
text@iys1984f	@iys1984f	и хотелось быть красивенькой ?
text@iys1984f	@iys1984f	да / про это / тоже был вопрос //
text@iys1984f	@iys1984f	после этого поменялся номер телефона ?
text@iys1984f	@iys1984f	а что это было / чтоб не дозвонился ?
text@iys1984f	@iys1984f	а ты любишь как подросток я те / хочу сказать //
text@iys1984f	@iys1984f	а  ну то есть вся агрессия бралась от нелюбви просто / как //
text@iys1984f	@iys1984f	дети начали задавать вопрос про папу где он ?
text@iys1984f	@iys1984f	когда в последний раз мы с тобой общались / ты говоришь что они еще не задавали этого вопроса //
text@iys1984f	@iys1984f	сколько лет / по-моему четыре года назад //
text@iys1984f	@iys1984f	мм... получается да / в четырнадцатом //
text@iys1984f	@iys1984f	что ты им рассказываешь?
text@iys1984f	@iys1984f	я не знаю / что объясняют детям когда нет папы?
text@iys1984f	@iys1984f	они общаются с отцом?
text@iys1984f	@iys1984f	почему?
text@iys1984f	@iys1984f	ты не хочешь?
text@iys1984f	@iys1984f	это было ЭКО?
text@iys1984f	@iys1984f	дети //
text@iys1984f	@iys1984f	да?
text@iys1984f	@iys1984f	нет ну у каждого ЭКО есть живой папа //
text@iys1984f	@iys1984f	почему ты так избегала показывания того что ты беременна?
text@iys1984f	@iys1984f	ты просто сегодня так любишь рассказывать про своих детей / почему вот самое такое //
text@iys1984f	@iys1984f	нет//
text@iys1984f	@iys1984f	угу
words@dsa1974f	@dsa1974f	сначала
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	было
words@dsa1974f	@dsa1974f	удобней
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	по
words@dsa1974f	@dsa1974f	метру
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	обычно
words@dsa1974f	@dsa1974f	говорю
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	аа
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	рубеж
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	к
words@dsa1974f	@dsa1974f	нему
words@dsa1974f	@dsa1974f	готова
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	вообще
words@dsa1974f	@dsa1974f	не
words@dsa1974f	@dsa1974f	ложится
words@dsa1974f	@dsa1974f	никак
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	не...
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	совершенно
words@dsa1974f	@dsa1974f	невозможно
words@dsa1974f	@dsa1974f	положить
words@dsa1974f	@dsa1974f	на
words@dsa1974f	@dsa1974f	аа
words@dsa1974f	@dsa1974f	четкий
words@dsa1974f	@dsa1974f	ритм
words@dsa1974f	@dsa1974f	заданный
words@dsa1974f	@dsa1974f	ритм
words@dsa1974f	@dsa1974f	той
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	песни
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	поэтому
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	но
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	где-то
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	де...
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	девяносто
words@dsa1974f	@dsa1974f	восьмом
words@dsa1974f	@dsa1974f	уж
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	девяносто
words@dsa1974f	@dsa1974f	девятом
words@dsa1974f	@dsa1974f	году
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	было
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	сейчас
words@dsa1974f	@dsa1974f	этого
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	меньше
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	меньше
words@dsa1974f	@dsa1974f	ээ
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	ммм
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	не
words@dsa1974f	@dsa1974f	там
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	там
words@dsa1974f	@dsa1974f	б...
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	компиляция
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	не
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ни
words@dsa1974f	@dsa1974f	ни
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	коем
words@dsa1974f	@dsa1974f	случае
words@dsa1974f	@dsa1974f	мне
words@dsa1974f	@dsa1974f	очень
words@dsa1974f	@dsa1974f	нравится
words@dsa1974f	@dsa1974f	быть
words@dsa1974f	@dsa1974f	девочкой
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	тащусь
words@dsa1974f	@dsa1974f	вообще
words@dsa1974f	@dsa1974f	от
words@dsa1974f	@dsa1974f	этого
words@dsa1974f	@dsa1974f	эт...
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	очень
words@dsa1974f	@dsa1974f	удобно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	влюбилась
words@dsa1974f	@dsa1974f	очень
words@dsa1974f	@dsa1974f	сильно
words@dsa1974f	@dsa1974f	аа
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	шестнадцатом
words@dsa1974f	@dsa1974f	году
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ой
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	влюбилась
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	извини
words@dsa1974f	@dsa1974f	смачно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	мн...
words@dsa1974f	@dsa1974f	влюбилась
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	начались
words@dsa1974f	@dsa1974f	ээ
words@dsa1974f	@dsa1974f	ээм
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	о
words@dsa1974f	@dsa1974f	чем
words@dsa1974f	@dsa1974f	говорить
words@dsa1974f	@dsa1974f	если
words@dsa1974f	@dsa1974f	у
words@dsa1974f	@dsa1974f	меня
words@dsa1974f	@dsa1974f	обложка
words@dsa1974f	@dsa1974f	обнаженная
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	выживут
words@dsa1974f	@dsa1974f	только
words@dsa1974f	@dsa1974f	влюбленные
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	мне
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	очень
words@dsa1974f	@dsa1974f	нравилось
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	был
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	такой
words@dsa1974f	@dsa1974f	момент
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	был
words@dsa1974f	@dsa1974f	взрыв
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ааа
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	щас
words@dsa1974f	@dsa1974f	мы
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	эхо
words@dsa1974f	@dsa1974f	минувшей
words@dsa1974f	@dsa1974f	войны
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	н...
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	процессе
words@dsa1974f	@dsa1974f	менялся
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	но
words@dsa1974f	@dsa1974f	как
words@dsa1974f	@dsa1974f	только
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	поменяла
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	уже
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	узнали
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	слушай
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	те
words@dsa1974f	@dsa1974f	хочу
words@dsa1974f	@dsa1974f	сказать
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	вообще
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	ж
words@dsa1974f	@dsa1974f	тебе
words@dsa1974f	@dsa1974f	говорю
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	ребенок
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	тебе
words@dsa1974f	@dsa1974f	говорю
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	ребенок
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ты
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	слушай
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	тебе
words@dsa1974f	@dsa1974f	говорю
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	эмм
words@dsa1974f	@dsa1974f	у
words@dsa1974f	@dsa1974f	меня
words@dsa1974f	@dsa1974f	действительно
words@dsa1974f	@dsa1974f	какие-то
words@dsa1974f	@dsa1974f	такие
words@dsa1974f	@dsa1974f	детские
words@dsa1974f	@dsa1974f	абсолютно
words@dsa1974f	@dsa1974f	бывают
words@dsa1974f	@dsa1974f	реакции
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	могу
words@dsa1974f	@dsa1974f	вдруг
words@dsa1974f	@dsa1974f	заплакать
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	как-то
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	меня
words@dsa1974f	@dsa1974f	можно
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	обидеть
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	могу
words@dsa1974f	@dsa1974f	не
words@dsa1974f	@dsa1974f	сдержаться
words@dsa1974f	@dsa1974f	вдруг
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	при
words@dsa1974f	@dsa1974f	том
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	действительно
words@dsa1974f	@dsa1974f	как-то
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	умею
words@dsa1974f	@dsa1974f	себя
words@dsa1974f	@dsa1974f	вести
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	хотя
words@dsa1974f	@dsa1974f	вообще
words@dsa1974f	@dsa1974f	отпор
words@dsa1974f	@dsa1974f	могу
words@dsa1974f	@dsa1974f	дать
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	но
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	гхм
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	но
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	касается
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	проявлений
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	этой
words@dsa1974f	@dsa1974f	женственности
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	то
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	она
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	годы
words@dsa1974f	@dsa1974f	во
words@dsa1974f	@dsa1974f	мне
words@dsa1974f	@dsa1974f	была
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	когда
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	аа
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	мы
words@dsa1974f	@dsa1974f	с
words@dsa1974f	@dsa1974f	Сургановой
words@dsa1974f	@dsa1974f	стали
words@dsa1974f	@dsa1974f	петь
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	плясать
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	танцевать
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	мы
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	получили
words@dsa1974f	@dsa1974f	такое
words@dsa1974f	@dsa1974f	полнейшее
words@dsa1974f	@dsa1974f	равнодушие
words@dsa1974f	@dsa1974f	как
words@dsa1974f	@dsa1974f	ушат
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	холодной
words@dsa1974f	@dsa1974f	воды
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	от
words@dsa1974f	@dsa1974f	коллег
words@dsa1974f	@dsa1974f	по
words@dsa1974f	@dsa1974f	цеху
words@dsa1974f	@dsa1974f	имеется
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	виду
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	меня
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	это
words@dsa1974f	@dsa1974f	замкнуло
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	просто
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	ворота
words@dsa1974f	@dsa1974f	закрылись
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	перестала
words@dsa1974f	@dsa1974f	улыбаться
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	далее
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	ну
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	процессе
words@dsa1974f	@dsa1974f	времени
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	поняла
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	на
words@dsa1974f	@dsa1974f	самом
words@dsa1974f	@dsa1974f	деле
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	зави...
words@dsa1974f	@dsa1974f	было...
words@dsa1974f	@dsa1974f	все
words@dsa1974f	@dsa1974f	зависело
words@dsa1974f	@dsa1974f	от
words@dsa1974f	@dsa1974f	меня
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	что
words@dsa1974f	@dsa1974f	очень
words@dsa1974f	@dsa1974f	многие
words@dsa1974f	@dsa1974f	моменты
words@dsa1974f	@dsa1974f	наверное
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	спровоцировала
words@dsa1974f	@dsa1974f	сама
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	когда
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	например
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	куда-то
words@dsa1974f	@dsa1974f	прихожу
words@dsa1974f	@dsa1974f	мне
words@dsa1974f	@dsa1974f	говорят
words@dsa1974f	@dsa1974f	здравствуйте
words@dsa1974f	@dsa1974f	мы
words@dsa1974f	@dsa1974f	вас
words@dsa1974f	@dsa1974f	так
words@dsa1974f	@dsa1974f	рады
words@dsa1974f	@dsa1974f	видеть
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	опять
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	те
words@dsa1974f	@dsa1974f	люди
words@dsa1974f	@dsa1974f	которые
words@dsa1974f	@dsa1974f	выходят
words@dsa1974f	@dsa1974f	со
words@dsa1974f	@dsa1974f	мной
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	на
words@dsa1974f	@dsa1974f	одну
words@dsa1974f	@dsa1974f	сцену
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	думаю
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	о
words@dsa1974f	@dsa1974f	они
words@dsa1974f	@dsa1974f	ко
words@dsa1974f	@dsa1974f	мне
words@dsa1974f	@dsa1974f	хорошо
words@dsa1974f	@dsa1974f	относятся
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	здорово
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	то
words@dsa1974f	@dsa1974f	есть
words@dsa1974f	@dsa1974f	как
words@dsa1974f	@dsa1974f	ты
words@dsa1974f	@dsa1974f	мир
words@dsa1974f	@dsa1974f	вокруг
words@dsa1974f	@dsa1974f	себя
words@dsa1974f	@dsa1974f	построишь
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	таким
words@dsa1974f	@dsa1974f	он
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	будет
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	конечно
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	а
words@dsa1974f	@dsa1974f	вся
words@dsa1974f	@dsa1974f	агрессия
words@dsa1974f	@dsa1974f	берется
words@dsa1974f	@dsa1974f	из
words@dsa1974f	@dsa1974f	нелюбви
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	вся
words@dsa1974f	@dsa1974f	агрессия
words@dsa1974f	@dsa1974f	любого
words@dsa1974f	@dsa1974f	человека
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	мира
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	частности
words@dsa1974f	@dsa1974f	и
words@dsa1974f	@dsa1974f	мира
words@dsa1974f	@dsa1974f	в
words@dsa1974f	@dsa1974f	общем
words@dsa1974f	@dsa1974f	берется
words@dsa1974f	@dsa1974f	от
words@dsa1974f	@dsa1974f	недолюбленности
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	если
words@dsa1974f	@dsa1974f	говорить
words@dsa1974f	@dsa1974f	например
words@dsa1974f	@dsa1974f	про
words@dsa1974f	@dsa1974f	/
words@dsa1974f	@dsa1974f	тех
words@dsa1974f	@dsa1974f	же
words@dsa1974f	@dsa1974f	детей
words@dsa1974f	@dsa1974f	да
words@dsa1974f	@dsa1974f	вот
words@dsa1974f	@dsa1974f	когда
words@dsa1974f	@dsa1974f	я
words@dsa1974f	@dsa1974f	думаю
words@dsa1974f	@dsa1974f	кем
words@dsa1974f	@dsa1974f	бы
words@dsa1974f	@dsa1974f	я
